,genre_ids,title,poster_path,tmdb_id,popularity,keywords,vote_count,vote_average,director,imdb_votes,certificate,num_stunts,num_fx,month,decade,group5,group4,group7,group6,group1,group3,group2
84,"[12, 10751, 14]","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",/l8RKDgjl9co0IgFZblxhtIOi5Uj.jpg,411,3.708225,"saving the world,witch,based on novel,brother sister relationship,self sacrifice,winter,cupboard,beaver,lion,fairy-tale figure,battle,narnia,fantasy world,duringcreditsstinger",1798,6.6,Andrew Adamson,302239.0,PG,42.0,186.0,12,9,0,1,0,1,0,1,0
85,"[12, 16, 28, 10751, 9648]",The Adventures of Tintin,/3XOaHJARdZIXcd7sgJV24Txp3gf.jpg,17578,3.707673,"riddle,captain,treasure,liquor,treasure hunt,sunken treasure,plot,reporter,3d",1702,6.7,Steven Spielberg,183924.0,PG,47.0,3.0,10,10,0,1,0,1,0,0,1
86,"[28, 18, 53, 10752]",13 Hours: The Secret Soldiers of Benghazi,/m4ZfuML89Rq8gbRGdm9ncSibjlx.jpg,300671,3.70375,"based on novel,assault rifle,libya,based on true story,heroism,explosion,american abroad,death,2010s",725,7.0,Michael Bay,74711.0,15,43.0,41.0,1,10,0,0,0,1,1,0,1
87,"[35, 10751, 14]",The Addams Family,/ajiQj0jbacMAmPxDU3fP9TeIfTi.jpg,2907,3.702949,"dead wish,vampire,black humor,uncle,eccentric,werewolf,macabre,loan shark,accountant",589,6.7,Barry Sonnenfeld,101567.0,PG,12.0,15.0,11,8,0,1,1,0,0,1,0
88,"[16, 35, 10751, 14]",Monster House,/m0gpGljVAKAHM36BLX0RR4cxrNl.jpg,9297,3.700947,"monster,secret,toy,leave,children,neighbor,mission,child",625,6.3,Gil Kenan,76331.0,PG,5.0,4.0,7,9,0,1,1,0,0,1,0
89,"[12, 28, 53]",Thunderball,/sASN1VnJxWosdzp4mH40P47Xhhz.jpg,660,3.68791,"paris,florida,fighter pilot,sanatorium,secret organization,nuclear missile,coral reef,bahamas,scuba diving,scuba,british secret service",464,6.5,Terence Young,85453.0,15,26.0,6.0,12,5,0,0,0,1,0,0,1
90,"[28, 12, 53, 10752]",First Blood,/bbYNNEGLXrV3lJpHDg7CKaPscCb.jpg,1368,3.683925,"prison,vietnam veteran,falsely accused person,police brutality,sheriff,guerrilla,submachine gun,gun,destroy,self-defense,vietnam,vietnam war,prosecution,dying and death,village and town,police operation,attempt to escape,matter of life and death,survivor,tramp,national guard,weapon,firearm,police,escape",1139,7.2,Ted Kotcheff,180392.0,R,17.0,3.0,10,7,0,0,0,1,1,0,1
91,"[53, 878, 9648]",Super 8,/orkLSuIsWxi2AIGXaCf7CL45T68.jpg,37686,3.682761,"secret,train crash,pistol,firecracker,duringcreditsstinger",1947,6.6,J.J. Abrams,297695.0,12,37.0,22.0,6,10,0,0,0,1,0,0,1
92,"[35, 10749]",American Pie 2,/q4LNgUnRfltxzp3gf1MAGiK5LhV.jpg,2770,3.680303,"sex,party,summer,beach house,group of friends,gross out comedy,tantra,mistaken for a special education student,superglue,sex comedy",1024,5.9,J.B. Rogers,207416.0,R,12.0,2.0,8,9,1,0,1,0,0,0,0
93,"[18, 28, 53, 80]",The Godfather: Part III,/uzaP0L7BEprcJHCuwbaHiYT0UYX.jpg,242,3.667162,"italy,christianity,new york,assassination,italo-american,vatican,pope,confession,helicopter,daughter,lawyer",1161,7.0,Francis Ford Coppola,285404.0,15,15.0,13.0,12,8,0,0,0,1,0,0,1
94,"[18, 53, 28]",Blood Diamond,/wRamTzV6udKaMXrspxqOuo02zk0.jpg,1372,3.665113,"rebel,journalist,journalism,loss of family,slavery,mercenary,diamond mine,sierra leone,bootlegger,fisherman,special unit,smuggling,genocide in rwanda,oppression",1770,7.3,Edward Zwick,419466.0,15,57.0,38.0,12,9,0,0,0,1,0,0,1
95,"[35, 18, 10751]",Mrs. Doubtfire,/jx4NvllNGN7o5bpIhcCMh26Xwaj.jpg,788,3.657607,"san francisco,parents kids relationship,restaurant,nanny,mask,custody battle,fake identity",1134,6.9,Chris Columbus,191829.0,12,5.0,5.0,11,8,0,1,1,0,0,0,1
96,"[28, 80, 14, 878]",Batman & Robin,/79AYCcxw3kSKbhGpx1LiqaCAbwo.jpg,415,3.656672,"double life,dc comics,dual identity,crime fighter,fictional place,gotham city,superhero,super powers",1062,4.2,Joel Schumacher,197339.0,PG,164.0,66.0,6,8,0,0,0,1,0,1,1
97,"[18, 80]",Casino,/xo517ibXBDdYQY81j0WIG7BVcWq.jpg,524,3.644272,"poker,drug abuse,1970s,overdose,illegal prostitution",986,7.7,Martin Scorsese,355036.0,18,35.0,8.0,11,8,0,0,0,0,0,0,1
98,"[80, 18, 53]",The Town,/zX4fKmDXKGt4hlzhAJirdlRKFgO.jpg,23168,3.643753,"money laundering,ambulance,boston,massachusetts,bank manager,drug dealer,florist,flower shop,hold-up robbery,volunteer,stolen money,friends,car set on fire,ice hockey,boston garden,police chase,best friend,fenway park",1219,7.0,Ben Affleck,293114.0,R,52.0,12.0,9,10,0,0,0,0,0,0,1
99,"[35, 18, 10402, 9648]","Hail, Caesar!",/rzMYZYphL9qrbBClQq1Jc0zPMmY.jpg,270487,3.642016,"journalist,cat,ransom,ancient rome,movie in movie,kidnapping,character name in title,hollywood,period drama,reference to julius caesar",981,5.7,Ethan Coen,87107.0,12,41.0,7.0,2,10,1,0,1,0,0,0,1
100,"[14, 28, 878]",Outlander,/fjRXOzuBEg0VGDM701ftBaVqWTr.jpg,10529,3.64146,"norway,monster,flying saucer,viking",257,6.2,Howard McCain,65387.0,15,67.0,20.0,4,9,0,0,0,1,0,1,0
101,"[12, 28, 53, 9648]",National Treasure,/luMoc56LLMWUt60vUNNpwxrbTNt.jpg,2059,3.640579,"riddle,treasure,treasure hunt,archaeologist,archeology ",1496,6.4,Jon Turteltaub,263286.0,PG,71.0,43.0,11,9,0,0,0,1,0,0,1
102,"[28, 80, 53]",Taken 2,/rDX2zd9aVMJnBmlS8efwOYsi76R.jpg,82675,3.639221,"kidnapping,police chase,bag over head,fbi agent,teenage daughter,stealing a car,ex-husband ex-wife relationship,albanian,u.s. embassy,killed in an elevator,security guard killed,stabbed with scissors",2372,6.0,Olivier Megaton,249244.0,12,80.0,8.0,9,10,0,0,0,1,0,0,1
103,"[12, 14, 28, 53]",Lara Croft: Tomb Raider,/m6aodY7SrvlTRiUFkxClaNAIQT.jpg,1995,3.639068,"treasure,buddhist monk,planetary configuration,angkor wat,illuminati,william blake,treasure hunt,archaeologist,based on video game,archeology ",1787,5.7,Simon West,163603.0,15,40.0,57.0,6,9,0,0,0,1,0,1,1
104,"[12, 14, 28, 878]",Superman,/rLTdj7oB9oxsYwuweeglWRzRng7.jpg,1924,3.637771,"saving the world,journalist,dc comics,crime fighter,nuclear missile,galaxy,superhero,based on comic book,criminal,sabotage,north pole,midwest,shot back to back,kryptonite,super powers,superhuman strength,aftercreditsstinger,save the day",737,6.9,Richard Donner,132299.0,PG,48.0,27.0,12,6,0,0,0,1,0,1,0
105,"[80, 18, 9648, 53]",Zodiac,/kIW7N2bKV42OWk1kkMeq5ewZQVh.jpg,1949,3.637184,"california,san francisco,killing,journalist,newspaper,mass murder,planned murder,embassy,victim,threat to death,victim of murder,code,police,murder,serial killer,reporter",1457,7.2,David Fincher,326185.0,15,9.0,9.0,3,9,0,0,0,0,0,0,1
106,"[28, 53, 80]",Con Air,/yhaOQ7xXw0PLHLvg1w0M9zlPdg6.jpg,1701,3.633515,"prison,ambush,helicopter,airport,gas station,undercover,mexican standoff,bravery,hijacking,escape,shootout,u.s. marshal,las vegas,explosion,brutality,violence,convict,desert,war hero,dea agent,motorcycle chase",995,6.6,Simon West,233648.0,18,84.0,22.0,6,8,0,0,0,1,0,0,1
107,[53],Red Riding Hood,/tH8FpMbtePqGqeZ10cnXEkHKIMB.jpg,49730,3.631565,"winter,fantasy,fairy tale,hood,werewolf,aftercreditsstinger,duringcreditsstinger,woman director,red riding hood",666,5.5,Catherine Hardwicke,94677.0,12,41.0,17.0,3,10,0,0,0,0,0,0,1
108,"[35, 9648]",Ace Ventura: Pet Detective,/nZirljb8XYbKTWsRQTplDGhx39Q.jpg,3049,3.627691,"dolphin,mascot,private detective,pets",1301,6.4,Tom Shadyac,226629.0,12,20.0,4.0,2,8,0,0,1,0,0,0,1
109,"[28, 27, 53]",The Purge: Election Year,/bjOJFjUffRZQpNQ9g3yvc9F6LBM.jpg,316727,3.622198,"dystopia,sequel,legalized murder",894,6.0,James DeMonaco,52195.0,15,39.0,6.0,6,10,0,0,0,1,0,0,1
110,[35],Horrible Bosses 2,/zRkLCOx7o9tjPYb9s7u6mpw8VOs.jpg,227159,3.620978,"prison,sequel,kidnapping,car chase,sex addict,sex tape",1234,6.1,Sean Anders,123817.0,15,25.0,11.0,11,10,0,0,1,0,0,0,0
111,"[28, 14, 53]",Unbreakable,/pvL37V88plePxFSszCbV3wRHiBm.jpg,9741,3.619656,"train accident,marriage crisis,invulnerability,superhero,suspense",1417,6.8,M. Night Shyamalan,263821.0,12,21.0,13.0,11,9,0,0,0,1,0,1,1
112,"[80, 18, 9648]",Blackhat,/sW3VEsulmxMlOmQwm0h7H7lZROi.jpg,201088,3.618138,"terrorist,technology,anti hero,hacker,computer virus,national security agency (nsa),race against time,computer,malaysia,nuclear power plant,suspense,betrayal,conspiracy,on the run,fugitive,shootout,hacking,terrorism,cat and mouse,one against many,computer hacker,no opening credits,terrorist plot,stock exchange,cybercrime,cyber terrorism,chinese military,cyber terrorist,cyber thriller",689,5.0,Michael Mann,42537.0,15,69.0,7.0,1,10,0,0,0,0,0,0,1
113,"[35, 10749]",How to Be Single,/jAhFr4OKTq8c5YYi8Xe5raYMU8O.jpg,259694,3.616267,"new york,based on novel,one-night stand,single",960,5.8,Christian Ditter,58369.0,15,12.0,1.0,1,10,1,0,1,0,0,0,0
114,"[878, 18, 53]",Chronicle,/6uaJhUNP1VXyRQS6cGyQD4RbZsj.jpg,76726,3.606157,"seattle,telekinesis,friendship,loneliness,outcast,coming of age,student,teenager,superpower,found footage,aftercreditsstinger,abuse,bittersweet",1502,6.6,Josh Trank,212079.0,15,16.0,11.0,2,10,0,0,0,1,0,0,1
115,"[18, 53]",Lavender,/5lrBUHBffBeYL0jjlNnKgzYvdCg.jpg,340584,3.60487,"photographer,memory loss,psychiatrist,failing marriage,traumatic accident,photos",15,7.5,Ed Gass-Donnelly,1204.0,12,2.0,2.0,3,10,0,0,0,0,0,0,1
116,"[80, 18, 53]",Jack Reacher,/38bmEXmuJuInLs9dwfgOGCHmZ7l.jpg,75780,3.598252,"based on novel,sniper,investigation,police,quarry",2620,6.3,Christopher McQuarrie,248818.0,12,60.0,16.0,12,10,0,0,0,0,0,0,1
117,"[12, 14, 28, 35, 10751]",Night at the Museum: Battle of the Smithsonian,/qbU6AxmO69bBwu6Tw8HtcRoltAA.jpg,18360,3.592824,"museum,theodore roosevelt,duringcreditsstinger,amelia earhart,smithsonian",1421,5.9,Shawn Levy,138691.0,PG,90.0,22.0,5,9,0,1,1,1,0,1,0
118,"[27, 9648, 80]",Saw,/dHYvIgsax8ZFgkz1OslE4V6Pnf5.jpg,176,3.59214,"shotgun,based on short film,sadist,pistol,chained,bludgeoning,game of death",1537,7.2,James Wan,313384.0,R,2.0,4.0,10,9,0,0,0,0,0,0,1
119,"[12, 28, 53, 878]",Starship Troopers,/zeCD9WkhABFJmPq3SlTozXJGEtr.jpg,563,3.591756,"moon,total destruction,asteroid,space marine,liberation of prisoners,intelligence,buenos aires,space battle,dystopia,army,spaceship,soldier,drill instructor",1243,6.7,Paul Verhoeven,229704.0,18,47.0,52.0,11,8,0,0,0,1,0,0,1
120,[35],Neighbors,/bpj8myebvnTw5HDmzTSI8N6WFYr.jpg,195589,3.590065,"alcohol,baby,party,family,fraternity,fraternity house,neighbor neighbor relationship,bathroom humor",2134,6.2,Nicholas Stoller,234551.0,15,15.0,5.0,5,10,0,0,1,0,0,0,0
121,"[18, 27, 10402]",Sweeney Todd: The Demon Barber of Fleet Street,/v2pOGxz1wi3plr9aT0zScH6Em4X.jpg,13885,3.589697,"confession,corset,asylum,razor,villain,widow,beggar,blood splatter,sondheim,child in peril,blood on shirt,cane,lust,violence,person on fire,incest,shaving,social injustice,based on stage musical,oven,beadle,uxoricide,seaman,mother figure,infatuation,folk tale",1276,6.9,Tim Burton,294745.0,18,8.0,18.0,12,9,1,0,0,0,0,0,1
122,"[80, 18, 9648]",Changeling,/qtte2n6ygA1zVG5kLrjUGui28TJ.jpg,3580,3.584699,"corruption,mother,nudity,minister,power,public,government,police,reunion,murder,conspiracy,los angeles,missing,mother love,criticism",879,7.3,Clint Eastwood,205849.0,15,21.0,8.0,1,9,0,0,0,0,0,0,1
123,"[18, 53]",Elle,/aRomjtoVqEZRjDHgLNvtj7c8ixG.jpg,337674,3.583235,"france,video game,female nudity,rape,nudity,assault,death of father,car accident,birth,divorced woman,female masturbation,death of mother,christmas lights,giving birth,christmas,intruder,stabbed in the hand,pepper spray",283,6.5,Paul Verhoeven,32695.0,18,9.0,1.0,5,10,0,0,0,0,0,0,1
124,"[27, 53, 9648]",Sinister,/hrRYY7FcRc46Ue7h9jcKiW1xqJ3.jpg,82507,3.579817,"drowning,pennsylvania,child murderer,car set on fire,murder,bag over head,massacre,power outage,hanged man,hanging,death,attic,tied to a bed,no opening credits,super-8,ghost child,filmed killing,crime novelist",1187,6.7,Scott Derrickson,168808.0,15,25.0,7.0,3,10,0,0,0,0,0,0,1
125,"[12, 28, 53]",Mission: Impossible II,/eRaEC0vf5q5TSvaoJPwGTt2wa9T.jpg,955,3.569347,"terror,spain,cia,helicopter,secret identity,skyscraper,undercover,island,ex-lover,secret mission,dying and death,secret agent,computer,duel,lethal virus,violence,rescue team,agent,car,research laboratory",1526,5.9,John Woo,253743.0,15,78.0,52.0,5,9,0,0,0,1,0,0,1
126,"[28, 12, 878]",Total Recall,/ikYpJ0AjGBNnAYFnPJDUVIOcduR.jpg,861,3.56655,"oxygen,falsely accused person,resistance,mars,double life,telepathy,mutant,hologram,space colony,false identity,secret agent,dystopia,cyberpunk,false memory,implanted memory",1351,7.0,Paul Verhoeven,250758.0,R,72.0,55.0,6,8,0,0,0,1,0,0,0
127,"[35, 10749, 18]",10 Things I Hate About You,/paS5plbzKz3PYddxky6svYYz3hS.jpg,4951,3.566454,"sister,high school,cannabis,shakespeare adaptation,deception,teen movie,shrew,archery,feel-good ending,opposites attract,bloopers during credits,duringcreditsstinger,teenage romance,play adaptation,overprotective father",1225,7.2,Gil Junger,235879.0,12,4.0,2.0,3,8,1,0,1,0,0,0,1
128,"[18, 53, 878, 9648]",Signs,/bY9lCUVUajpkKWlfjWF1mtXaSUp.jpg,2675,3.565436,"symbolism,water,peasant,alien life-form,farm,faith,crop circle,loss of faith,glass of water",1256,6.3,M. Night Shyamalan,284672.0,12,7.0,15.0,8,9,0,0,0,1,0,0,1
129,"[12, 28, 53]",On Her Majesty's Secret Service,/7mcqT56ES5U3wg26vQQuEnOaFSj.jpg,668,3.564892,"london england,suicide,england,switzerland,secret identity,new identity,honeymoon,secret mission,secret organization,blofeld,secret lab,villain,kilt,family history,title of nobility,snow storm,daughter,espionage,killer,british secret service,skiing,alps,aftercreditsstinger,ski chase",369,6.5,Peter R. Hunt,62906.0,PG,27.0,1.0,12,5,0,0,0,1,0,0,1
130,"[12, 10751, 14]",The Wizard of Oz,/tKEHoKPZv3af0Pn3poaOLHOJ6NM.jpg,630,3.562262,"witch,adolescence,based on novel,secret identity,clock,dream,lion,tornado,scarecrow,musical,crow,kansas,classic,imaginary land,cowardliness,sepia color",1292,7.3,Victor Fleming,307880.0,PG,2.0,13.0,8,2,0,1,0,1,0,1,0
131,"[12, 18]",Into the Wild,/lHyYgaocXR6KcJLxVmxZDj115hH.jpg,5915,3.554192,"male nudity,parents kids relationship,camping,cutting the cord,self-discovery,wilderness,biography,based on true story,pubic hair,alaska,journey",2278,7.8,Sean Penn,455374.0,15,12.0,12.0,9,9,0,0,0,1,0,0,1
132,[35],Scary Movie,/bvVmVFBVQLytK1H4TJTFdnhvf4T.jpg,4247,3.55415,"sex,garage,psychopath,crude humor,drug",966,5.9,Keenen Ivory Wayans,194544.0,18,29.0,8.0,7,9,0,0,1,0,0,0,0
133,"[28, 53]",The Bourne Legacy,/AnKnLsybNhnibvA3mba1ct9Nnb6.jpg,49040,3.551509,"assassin,wolf,maryland,suicide by gunshot,rooftop,exploding house,laptop,tracking device,fake id,seoul south korea,pharmaceutical lab,government conspiracy,roof chase,manila philippines,hunted,false passport,alberta canada,lieutenant general",2352,6.0,Tony Gilroy,243713.0,12,79.0,60.0,8,10,0,0,0,1,0,0,1
134,"[27, 35, 10749]",Warm Bodies,/jqJEkZKTqoAlmaexoWZIkjHdtA7.jpg,82654,3.54736,"post-apocalyptic,dystopia,zombie,zombie apocalypse,interspecies romance,based on young adult book",2256,6.4,Jonathan Levine,192679.0,12,57.0,8.0,1,10,1,0,1,0,0,0,1
135,[35],Let's Be Cops,/8GVU8AaYpxiIS462SZgAtjh02pm.jpg,193893,3.547129,"corruption,robbery,nightclub,male friendship,investigation,police,party,murder,kidnapping,mobster,los angeles,lying,impersonating a police officer,flashback",1044,6.4,Luke Greenfield,112059.0,15,42.0,7.0,8,10,0,0,1,0,0,0,0
136,"[53, 80, 9648, 18]",The Girl with the Dragon Tattoo,/voxRWFTtagLiqnJQs9tWQLB0MN.jpg,65754,3.546083,"rape,journalist,based on novel,journalism,hacker,nazis,punk,investigation,remake,antisocial personality disorder,serial killer,disappearance,hacking,computer hacker,bible quote,scandinavian,abuse",2023,7.1,David Fincher,346207.0,18,26.0,25.0,12,10,0,0,0,0,0,0,1
137,"[80, 18, 53]",The Infiltrator,/xcyj3UUtW7banYo1iQiT4wqSPjY.jpg,325789,3.542785,"undercover,biography,crime,drug,drug lord",423,6.5,Brad Furman,41688.0,15,44.0,9.0,7,10,0,0,0,0,0,0,1
138,[35],Bad Moms,/8sH6LX06JijKQehWo0iSJtbp446.jpg,376659,3.539855,"alcohol,bar,party,divorce,family,hit and run,bathroom humor",889,6.2,Jon Lucas,63607.0,15,22.0,1.0,7,10,0,0,1,0,0,0,0
139,"[28, 12, 878]",John Carter,/4QDBNt9PmxqUH4Ab2R5xKWqzXiQ.jpg,49529,3.531195,"based on novel,mars,medaillon,space travel,princess,alien,steampunk,martian,escape,edgar rice burroughs,alien race,superhuman strength,mars civilization,sword and planet,19th century,3d",1777,6.1,Andrew Stanton,219530.0,12,168.0,121.0,3,10,0,0,0,1,0,0,0
140,"[9648, 53]",Before I Go to Sleep,/3UG2Pb122c7Va8MBtr1OHRB1YPh.jpg,204922,3.5291,"amnesia,therapist,aggression,hospital,flashback",561,6.1,Rowan Joffe,53926.0,15,10.0,2.0,9,10,0,0,0,0,0,0,1
141,"[12, 28, 878]",Star Wars: Episode I - The Phantom Menace,/n8V09dDc02KsSN6Q4hC2BX6hN8X.jpg,1893,3.52897,"prophecy,senate,queen,taskmaster,galaxy,apprentice,taxes,space opera",3439,6.3,George Lucas,567741.0,PG,18.0,47.0,5,8,0,0,0,1,0,0,0
142,"[28, 12, 53]",The Expendables 2,/dJPnTe1qOcO7XqsJvESFph83m6m.jpg,76163,3.528333,"airplane,number in title,airplane crash,violence,beard,ensemble cast,loss of friend,wisecrack humor,airport lounge,asian woman",2487,6.0,Simon West,255946.0,15,126.0,30.0,8,10,0,0,0,1,0,0,1
143,"[12, 35, 10751, 878]",The Hitchhiker's Guide to the Galaxy,/fOb4cJMhnZ11BoHNUii3Vcfo3XU.jpg,7453,3.527762,"bureaucracy,england,dolphin,android,based on novel,chase,space travel,galaxy,spaceship,alien,stop motion animation,survival,hitchhiker,robot,alien invasion,everyman,hyperspace,meaning of life,based on radio show,alien attack,bathrobe,destruction of earth,intergalactic travel,islington england,talking robot",1024,6.6,Garth Jennings,161667.0,PG,14.0,42.0,1,9,0,1,1,1,0,0,0
144,"[80, 27, 9648]",Scream,/ewi7gYW22t8T3piRvrXO73GlzuL.jpg,4232,3.525663,"halloween,gore,serial killer,slasher,tabloid,news reporter,self-referential,meta film",1088,7.0,Wes Craven,232016.0,R,12.0,2.0,12,8,0,0,0,0,0,0,1
145,"[18, 10749]",Slumdog Millionaire,/ojgf8iJpS4VX6jJfWGLpuEx0wm.jpg,12405,3.5219,"slum,indian lead,cheating,suspicion,game show,orphan,duringcreditsstinger",2037,7.6,Danny Boyle,672902.0,15,2.0,1.0,5,9,1,0,0,0,0,0,1
146,[35],The Intern,/vQ7oVX2j7BnMDYyzuFeG1epqvGb.jpg,257211,3.519735,"intern,woman director",1514,7.1,Nancy Meyers,157440.0,12,19.0,1.0,9,10,0,0,1,0,0,0,0
147,"[28, 18, 53]",Enemy of the State,/2B0vLBo6gJbnzke4Enc77GCxKrz.jpg,9798,3.515165,"corruption,washington d.c.,helicopter,falsely accused person,identity,mexican standoff,blackmail,intelligence,wiretap,satellite,national security agency (nsa),politics,exploding building,suspense,mystery,mafia,conspiracy,lawyer,crime,privacy,surveillance,baltimore maryland,secret hideout",1032,6.7,Tony Scott,195425.0,15,65.0,15.0,11,8,0,0,0,1,0,0,1
148,"[28, 9648, 53]",Unknown,/4QAPgl63sRyCptq1Wd25lNsptbU.jpg,48138,3.511762,"taxi,hotel,coma,taxi driver,prince,briefcase,hospital,stolen identity",1013,6.4,Jaume Collet-Serra,217667.0,12,93.0,18.0,2,10,0,0,0,1,0,0,1
149,"[12, 18, 35]",Fear and Loathing in Las Vegas,/u9ffgobMADj6GCafeImbov566j9.jpg,1878,3.510496,"gonzo journalist,sweaty face,fake identity,wedding chapel,grapefruit,cadillac convertible,gibberish,corvette stingray,police convention",991,7.1,Terry Gilliam,221430.0,18,9.0,20.0,5,8,0,0,1,1,0,0,1
150,"[27, 28, 53, 80]",From Dusk Till Dawn,/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,755,3.508801,"dancing,brother brother relationship,sexual obsession,showdown,sheriff,eroticism,nudity,bank robber,vampire,holy water,siege,stripper,priest,explosion,extreme violence,bank robbery,preacher,hostage situation,crucifix,recreational vehicle,blood spurting,convenience store,female vampire,mexican american border,nightclub entertainer,vamp,boa constrictor",1198,6.9,Robert Rodriguez,230243.0,18,45.0,15.0,1,8,0,0,0,1,0,0,1
151,"[9648, 18, 53, 80]",Dolores Claiborne,/ewmVWV0TP8LTlYZ4OzCcguwC9d1.jpg,11929,3.507631,"child abuse,detective,based on novel,bar,island,suspicion of murder,childhood memory,fall from staircase,ax,christmas tree,murder,suspense,dysfunctional family,character name in title,domestic violence,reporter,maid,anger,alcoholic,stephen king,cameo,child molestation,audio cassette,well,docks,accident,abusive father,abusive husband,anti-depressant,bangor-maine,bank account,bossa nova,bad father",142,7.0,Taylor Hackford,29706.0,18,5.0,4.0,3,8,0,0,0,0,0,0,1
152,"[28, 18, 53]",Captain Phillips,/AnMTMPTUzeWNbYxzp29WqYf1br1.jpg,109424,3.507246,"ship,hijacking,somalia,fisherman,blood,poverty,pirate,terrorism,commando,hijack,cargo ship,ship captain,somali pirates,ship hijacking,somali,commando unit",2086,7.6,Paul Greengrass,343499.0,12,20.0,14.0,10,10,0,0,0,1,0,0,1
153,"[12, 878, 28]",AVP: Alien vs. Predator,/9xzRKUBIqLwhhOYtcE7P1BbWXP9.jpg,395,3.505012,"saving the world,predator,laserpointer,space marine,pyramid,praise,alien,xenomorph",923,5.5,Paul W.S. Anderson,150600.0,15,23.0,108.0,8,9,0,0,0,1,0,0,0
154,"[12, 28, 53, 878]",Mad Max,/hCPXcQn1FTYF9AUCPd6o3miM9WX.jpg,9659,3.50499,"chain,baby,bridge,post-apocalyptic,dystopia,matter of life and death,benzine,biker,partner,truck,exploding car,ozploitation",938,6.6,George Miller,159095.0,R,10.0,1.0,4,6,0,0,0,1,0,0,1
155,"[28, 80, 18, 53]",Heat,/zMyfPUelumio3tiDKPffaUpsQTD.jpg,949,3.496416,"robbery,detective,bank,obsession,chase,shooting,thief,honor,murder,suspense,heist,betrayal,money,gang,cat and mouse,criminal mastermind,cult film,ex-con,heist movie,one last job,loner,bank job,neo-noir,gun fight,crime epic",1477,7.6,Michael Mann,454779.0,15,37.0,12.0,12,8,0,0,0,1,0,0,1
156,"[80, 18, 9648, 53]",L.A. Confidential,/rIXzJCAvyd3Ci8ipylDQ5wUKqwh.jpg,2118,3.493371,"corruption,detective,shotgun,morgue,f word,domestic violence,corpse,crime,district attorney,bandage,movie star,man with glasses,knife in thigh,good cop bad cop,switchblade,call girl,1950s,falsifying",1026,7.6,Curtis Hanson,435739.0,R,30.0,11.0,9,8,0,0,0,0,0,0,1
157,[27],Hostel,/zF3pEs1CUbjPgioxDH4h2MEHsWl.jpg,1690,3.490662,"bathroom,sex,amsterdam,europe,brothel,slovakia,backpacker,horror,gore,blood,torture,business card,doberman,hostel,surgery,elite club,fingers",647,5.7,Eli Roth,144151.0,R,5.0,7.0,1,9,0,0,0,0,0,0,1
158,"[53, 80, 18]",The Talented Mr. Ripley,/cTV9p4Pup3XLGYZ0aNJCF9c4GuL.jpg,1213,3.490188,"venice,italy,gay,new york,lovesickness,double life,dual identity,jealousy,secret identity,new love,homicide,atlantic ocean,new identity,planned murder,prosecution,yacht,ship,inferiority,false identity,beguilement,rejection,inferiority complex,ocean liner,friendship,homosexuality,wealth,cowardliness,envy",620,7.0,Anthony Minghella,144535.0,15,6.0,5.0,12,8,0,0,0,0,0,0,1
